bd_swab_id,qpcr_plate_id,average_ct,average_target_quant,standard,qpcr_date,qpcr_lab
160602_a21,pan061_082519,37.18,15.85,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a22,pan061_082519,37.65,11.23,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a23,pan061_082519,35.51,53.72,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a24,pan061_082519,33.39,251.88,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a25,pan061_082519,39.73,2.44,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a26,pan061_082519,39.06,3.99,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a27,pan061_082519,37.33,14.17,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160602_a28,pan061_082519,35.7,46.57,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a02,pan061_082519,34.09,150.92,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a03,pan061_082519,34.51,111.24,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a05,pan061_082519,39.07,3.97,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a06,pan061_082519,38.2,7.48,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a07,pan061_082519,35.37,59.27,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a10,pan061_082519,33.93,170.12,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a13,pan061_082519,34.06,154.77,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a14,pan061_082519,35.54,52.55,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a15,pan061_082519,39.04,4.04,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a16,pan061_082519,30.19,2619.48,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160603_a17,pan061_082519,32.26,575.78,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160606_a01,pan061_082519,33.16,298.32,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160606_a02,pan061_082519,33.73,196.54,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160616_a07,pan061_082519,36.1,34.78,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160616_a10,pan061_082519,34.4,120.37,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160616_a11,pan061_082519,35.75,44.85,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160616_a12,pan061_082519,39.23,3.54,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160616_a16,pan061_082519,33.98,164.45,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160617_g01,pan061_082519,35.49,54.3,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160618_a01,pan061_082519,36.83,20.48,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160618_a02,pan061_082519,33.68,204.43,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160618_a07,pan061_082519,30.54,2029.62,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160618_a09,pan061_082519,37.35,13.92,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a01,pan062_082519,36.29,5.73,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a03,pan062_082519,27.79,2845.18,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a06,pan062_082519,34,30.54,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a07,pan062_082519,26.7,6308.47,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a08,pan062_082519,36.98,3.46,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a09,pan062_082519,38.01,1.63,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_a13,pan062_082519,29.72,696.76,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160619_g01,pan062_082519,37.88,1.79,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160620_a06,pan062_082519,37.33,2.67,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160620_a07,pan062_082519,34.49,21.37,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160623_g09,pan062_082519,34.14,27.48,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160624_g13,pan062_082519,34.98,14.86,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160624_g24,pan062_082519,29.97,578.05,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160624_g28,pan062_082519,37.61,2.17,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160625_g01,pan062_082519,36.84,3.82,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160627_a21,pan063_082519,37.39,13.32,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160628_02,pan063_082519,35.94,37.3,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160628_03,pan063_082519,38.1,8.02,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160629_06,pan063_082519,32.68,378.26,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160629_07,pan063_082519,33.92,156.5,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160629_13,pan063_082519,39.7,2.59,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160701_05,pan063_082519,31.75,729.8,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a06,pan063_082519,29.81,2910.23,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a07,pan063_082519,31.58,822.97,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a08,pan063_082519,29.8,2932.07,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a09,pan063_082519,29.91,2693.36,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a10,pan063_082519,27.62,13753.6,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160702_a12,pan063_082519,31.25,1042.21,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160704_a03,pan063_082519,39.66,2.66,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160704_a18,pan063_082519,32.98,304.55,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160704_a25,pan063_082519,31.21,1076.16,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a01,pan063_082519,32.92,319.08,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a02,pan063_082519,33.65,189.56,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a09,pan063_082519,34.77,85.51,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a10,pan063_082519,37.7,10.65,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a11,pan063_082519,38.7,5.24,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160705_a22,pan063_082519,39.86,2.31,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160706_a01,pan064_082519,31.1,1400.6,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160706_a04,pan064_082519,37.76,13.78,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160706_a06,pan064_082519,38.31,9.38,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160706_a09,pan064_082519,37.05,22.45,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160706_g16,pan064_082519,32.72,454.54,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160709_a02,pan064_082519,36.96,24.05,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160709_a03,pan064_082519,32.52,523.3,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160709_a13,pan064_082519,28.98,6105.85,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160709_g16,pan064_082519,27.84,13474.64,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160710_a06,pan064_082519,36.24,39.58,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160710_g01,pan064_082519,36.71,28.43,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160710_g02,pan064_082519,27.63,15610.73,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g04,pan064_082519,30.75,1791.38,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g05,pan064_082519,33.64,240.37,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g06,pan064_082519,31.16,1345.41,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g07,pan064_082519,35.25,78.57,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g08,pan064_082519,37.34,18.43,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g09,pan064_082519,31.36,1172.67,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160711_g11,pan064_082519,36.07,44.52,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160712_a05,pan064_082519,37.79,13.46,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160712_g04,pan064_082519,38.14,10.6,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160713_a07,pan064_082519,38.96,5.98,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160713_a10,pan064_082519,26.88,26365.34,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160713_a11,pan064_082519,26.84,27020.16,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160713_a25,pan065_082519,39.56,5.45,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160713_a26,pan065_082519,38.36,12.53,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160714_g05,pan065_082519,39.82,4.54,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
160728_a08,pan059_082319,37.3,28.2,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
160728_a13,pan059_082319,37.22,29.74,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161120_02,pan059_082319,36.23,58.06,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_01,pan059_082319,37.61,22.82,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_02,pan059_082319,30.04,3766.99,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_04,pan059_082319,33.38,396.43,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_08,pan059_082319,35.43,99.79,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_09,pan059_082319,32.64,651.62,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_13,pan059_082319,32.78,593.45,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161121_15,pan059_082319,35.44,98.98,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161126_03,pan060_082319,36.79,27.76,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161126_04,pan060_082319,22.85,443998.72,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161128_03,pan060_082319,31.11,1433.51,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161128_04,pan060_082319,39.07,5.72,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161128_07,pan060_082319,27.45,18180.07,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161128_09,pan060_082319,31.72,943.38,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161128_10,pan060_082319,37.04,23.4,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161130_01,pan060_082319,35.51,67.63,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161130_03,pan060_082319,39.87,3.28,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161130_04,pan060_082319,32.26,648.38,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161130_05,pan060_082319,36.18,42.39,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161201_03,pan060_082319,37.38,18.47,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161205_01,pan060_082319,33.65,246.37,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161206_01,pan060_082319,31.39,1178.96,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161206_03,pan060_082319,28.18,11022.57,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161206_05,pan060_082319,36.77,28.18,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_03,pan060_082319,39.09,5.62,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_08,pan060_082319,35.34,76.32,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_11,pan060_082319,33.51,270.46,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_12,pan060_082319,32.18,684.31,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_15,pan060_082319,39.05,5.81,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_16,pan060_082319,39,6,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_17,pan060_082319,34.72,117.53,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_22,pan060_082319,36.09,45.36,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_24,pan060_082319,34.03,188.55,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_25,pan060_082319,34.24,163.86,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_26,pan060_082319,35.49,68.43,plasmid-pisces,2019-08-23T00:00:00Z,rz_lab
161212_27,pan061_082519,32.54,468.59,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161212_29,pan061_082519,36.9,19.38,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161212_31,pan061_082519,37.73,10.61,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161212_33,pan061_082519,23.95,250761.88,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_01,pan061_082519,33.51,231.95,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_03,pan061_082519,32.4,522.51,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_04,pan061_082519,39.03,4.08,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_05,pan061_082519,24.31,192697.88,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_06,pan061_082519,37.55,12.04,plasmid-pisces,2019-08-25T00:00:00Z,rz_lab
161213_11,pan007_071119,32.3,258.77,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161213_13,pan007_071119,35.52,31.96,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_01,pan007_071119,34.74,53.11,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_04,pan007_071119,36.96,12.55,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_06,pan007_071119,33.75,100.75,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_07,pan007_071119,26.91,8551.67,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_12,pan007_071119,35.35,35.7,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_15,pan007_071119,34.65,56.1,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_16,pan007_071119,33.65,107.58,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_17,pan007_071119,37.91,6.76,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161214_18,pan007_071119,38.43,4.83,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_02,pan007_071119,37.38,9.56,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_04,pan007_071119,33.6,111.21,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_05,pan007_071119,33.6,110.98,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_06,pan007_071119,38.75,3.93,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_07,pan007_071119,32.7,198.78,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_08,pan007_071119,39.96,1.79,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_10,pan007_071119,35.66,29.07,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_11,pan007_071119,32.28,261.59,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_13,pan007_071119,35.61,30.19,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
161215_14,pan007_071119,31.61,402.74,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
171213_04,pan007_071119,36.62,15.68,plasmid-pisces,2019-07-11T00:00:00Z,rz_lab
170304-10-LA05-PSCR,SERDP_06_080417,32.63777924,113.1018143,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170304-11-LA05-PSCR,SERDP_06_080417,33.80612183,49.860378270000005,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170306-04-LA04-LISP,SERDP_06_080417,36.17272186,9.488984108,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170306-09-LA04-PSCR,SERDP_06_080417,30.07469177,682.0686035,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-01-LA05-LISP,SERDP_06_080417,33.11938477,80.69372559,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-02-LA05-LISP,SERDP_06_080417,34.57338333,29.117551800000005,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-03-LA05-LISP,SERDP_06_080417,33.42970657,64.91709900000002,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-04-LA05-LISP,SERDP_06_080417,30.84359741,397.856781,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-09-LA05-PSCR,SERDP_05_080417,33.23400116,90.23360443,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-12-LA05-LICL,SERDP_05_080417,35.391,21.045,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170307-13-LA05-LICL,SERDP_05_080417,32.2,181.256,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170309-01-LA03-LISP,SERDP_08_080817,32.0002327,118.6086731,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170309-02-LA03-LISP,SERDP_08_080817,32.18302917,104.5501404,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170310-01-LA02-LICA,SERDP_08_080817,28.45477295,1370.378174,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170310-02-LA02-LICA,SERDP_08_080817,25.80973434,8504.918945,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170420-02-LA03-LISP,SERDP_05_080417,28.51849365,2173.914795,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170420-12-LA03-LICL,SERDP_02_072717,29.89020348,761.2342529,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-02-LA05-LISP,SERDP_02_072717,35.14836884,23.608333589999997,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-03-LA05-LISP,SERDP_02_072717,30.95261383,377.34268190000006,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-04-LA05-LISP,SERDP_02_072717,29.87306404,769.9016112999999,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-06-LA05-LISP,SERDP_02_072717,35.04056931,25.350742339999996,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-07-LA05-LISP,SERDP_02_072717,37.07577896,6.608964443,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170421-10-LA05-LICL,SERDP_02_072717,35.48970795,18.84267616,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170423-01-LA02-LICL,SERDP_02_072717,37.39197159,5.363207816999999,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170424-05-LA01-LICA,SERDP_02_072717,28.11766624,2454.8251950000003,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170425-01-LA03-LISP,SERDP_02_072717,29.98771858,713.7454223999999,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170425-07-LA03-LICL,SERDP_02_072717,35.42720413,19.636928560000005,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170425-08-LA03-LICL,SERDP_02_072717,35.82836533,15.065694810000004,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-06-LA04-ACBL,SERDP_02_072717,29.06352806,1314.236328,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-15-LA02-ACBL,SERDP_02_072717,31.86233902,206.8976898,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-16-LA02-ACBL,SERDP_02_072717,27.67000771,3299.468994,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-18-LA02-ACBL,SERDP_02_072717,26.06959724,9496.573242000002,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-19-LA02-ACBL,SERDP_02_072717,35.87695313,14.58983517,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-22-LA02-ACBL,SERDP_02_072717,35.2395401,22.228506089999996,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-24-LA02-ACBL,SERDP_02_072717,31.12192917,337.4139708999999,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170427-29-LA02-LICA,SERDP_02_072717,33.57185745,66.88551331,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170428-06-LA01-LICL,SERDP_02_072717,32.30152893,154.79667659999998,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170428-13-LA01-LICA,SERDP_02_072717,29.56190681,945.5825806,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170430-02-LA05-LISP,SERDP_02_072717,38.14373779,3.2640688420000004,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170430-04-LA05-LISP,SERDP_02_072717,32.38575363,146.41966249999996,plasmid-pisces,2017-07-27T00:00:00Z,rz_lab
170430-08-LA05-LICL,SERDP_03_080117,31.38648224,88.24395752000001,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170502-07-LA02-ACBL,SERDP_05_080417,29.37191772,1222.214844,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170502-14-LA02-ACBL,SERDP_04_080117,27.51879311,3649.047607,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170502-18-LA02-ACBL,SERDP_04_080117,30.4834671,476.2797852,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170502-19-LA02-ACBL,SERDP_04_080117,26.27412224,8579.184570000001,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170502-20-LA02-ACBL,SERDP_04_080117,33.16661835,75.42559813999999,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170504-07-LA01-LICA,SERDP_04_080117,36.68443298,6.7329888339999995,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170507-03-LA03-LISP,SERDP_04_080117,32.68499756,104.99749760000002,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170507-04-LA03-LISP,SERDP_04_080117,29.63312149,854.0973511,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170507-05-LA03-LISP,SERDP_04_080117,38.08003998,2.5817813870000004,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170507-14-LA03-INNE,SERDP_04_080117,33.71242142,51.84584808,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170508-04-LA01-LICL,SERDP_04_080117,38.29940796,2.220676661,plasmid-pisces,2017-08-01T00:00:00Z,rz_lab
170510-03-LA05-LISP,SERDP_05_080417,36.16627502,12.475810050000002,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-04-LA05-LISP,SERDP_05_080417,34.09397507,50.50727463,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-06-LA05-LISP,SERDP_05_080417,33.60523605,70.23900604,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-08-LA05-LISP,SERDP_05_080417,32.94569778,109.61129,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-09-LA05-LISP,SERDP_05_080417,32.69396591,129.90475459999996,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-10-LA05-LISP,SERDP_05_080417,27.66957474,3854.936768,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-11-LA05-LISP,SERDP_06_080417,34.00743866,43.29747772,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-12-LA05-LISP,SERDP_06_080417,36.05612183,10.297215459999997,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-13-LA05-LISP,SERDP_06_080417,34.04027939,42.31203079,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-15-LA05-LICL,SERDP_06_080417,35.45407486,15.70432281,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170510-18-LA05-LICL,SERDP_06_080417,33.45847321,63.62104416,plasmid-pisces,2017-08-04T00:00:00Z,rz_lab
170711-01-LA05-LISP,SERDP_26_091117,32.57683945,153.2228699,plasmid-pisces,2017-09-11T00:00:00Z,rz_lab
170711-03-LA05-LISP,SERDP_26_091117,37.57485962,5.512538433,plasmid-pisces,2017-09-11T00:00:00Z,rz_lab
170711-06-LA05-LISP,SERDP_26_091117,34.03617096,58.03765869,plasmid-pisces,2017-09-11T00:00:00Z,rz_lab
170711-07-LA05-LICL,SERDP_28_091417,35.15828705,17.39070702,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170711-11-LA05-LICL,SERDP_28_091417,37.35703659,3.783064604,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170713-03-LA03-ACBL,SERDP_28_091417,38.81768417,1.37327373,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170713-04-LA03-ACBL,SERDP_28_091417,37.75897598,2.862471581,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170715-14-LA01-LICA,SERDP_28_091417,33.21139908,67.12834929999998,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170717-02-LA05-LISP,SERDP_28_091417,38.70672989,1.4831570390000002,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170717-03-LA05-LISP,SERDP_28_091417,37.13263321,4.420338154,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170717-05-LA05-LISP,SERDP_28_091417,39.28176117,0.995251298,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170717-06-LA05-LISP,SERDP_28_091417,34.95944977,19.96301079,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170719-18-LA01-LICH,SERDP_29_091417,37.86587906,3.919309855,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170722-02-LA05-LISP,SERDP_29_091417,38.95631027,1.87829113,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
170726-23-LA03-LICL,SERDP_30_091417,38.66179657,2.028751612,plasmid-pisces,2017-09-14T00:00:00Z,rz_lab
171002-25-LA03-LICA,SERDP_43_112017,35.47339249,14.15194607,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171003-01-LA01-LISP,SERDP_43_112017,35.90890503,10.43648148,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171003-12-LA01-LICL,SERDP_43_112017,39.86347961,0.6570189,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171003-16-LA01-LICL,SERDP_43_112017,39.36092758,0.933682799,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171003-17-LA01-LICA,SERDP_43_112017,27.34263039,4169.375,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171003-18-LA01-ANFO,SERDP_43_112017,31.86950684,175.91006469999996,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171004-05-LA05-LISP,SERDP_43_112017,37.2555542,4.069923877999999,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
171004-20-LA05-LICA,SERDP_43_112017,34.952034,20.3774128,plasmid-pisces,2017-11-20T00:00:00Z,rz_lab
