bd_swab_id,qpcr_plate_id,average_ct,average_target_quant,standard,qpcr_date,qpcr_lab
170429-11-PA06-LICA,VS17-04pl2field,29.71437263,536.7504883,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170429-11-PA11-PSCR,VS17-04pl2field,34.2068367,27.64932823,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170429-12-PA11-LICA,VS17-04pl2field,29.46015739,634.8359985,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170429-13-PA11-LICA,VS17-04pl2field,27.59921837,2168.869873,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-01-PA12-PSCR,VS17-04pl2field,27.53003502,2270.230225,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-02-PA12-PSCR,VS17-04pl2field,35.2019577,14.33380795,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-03-PA12-PSCR,VS17-04pl2field,37.26362228,3.674829482999999,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-05-PA12-LICL,VS17-04pl2field,32.53617477,83.31053925,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-06-PA12-LICL,VS17-04pl2field,35.47527695,11.96726704,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-07-PA12-LICL,VS17-04pl2field,37.51620865,3.110392094,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-08-PA12-LICL,VS17-04pl2field,34.20337296,27.71262741,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-09-PA12-LICL,VS17-04pl2field,33.50124741,44.054725649999995,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-10-PA12-LICL,VS17-04pl2field,35.08667755,15.46731472,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-11-PA12-LICL,VS17-04pl2field,38.62917709,1.4917728899999998,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-12-PA12-LICL,VS17-04pl2field,35.46620178,12.03918266,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-13-PA12-LICL,VS17-04pl2field,33.74905014,37.40606308,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-15-PA12-LICA,VS17-04pl2field,37.36532593,3.4361848829999997,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-16-PA12-LICA,VS17-04pl2field,34.82278061,18.41110992,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-17-PA12-HYVE,VS17-04pl2field,37.46257782,3.222495079,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-18-PA12-HYVE,VS17-04pl2field,38.41340637,1.7201602459999998,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-20-PA12-HYVE,VS17-04pl2field,38.7359314,1.3902531860000005,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-22-PA12-HYVE,VS17-04pl2field,37.59914398,2.944664001,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-23-PA12-HYVE,VS17-04pl2field,36.71702957,5.271780014000001,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170430-24-PA12-HYVE,VS17-04pl2field,28.16812134,1489.760864,plasmid-pisces,2017-08-08T00:00:00Z,rz_lab
170503-01-PA04-LICA,VSmay17-05plate2,27.48855591,355.83712769999994,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-02-PA04-LICL,VSmay17-05plate2,29.21264076,99.20744324000002,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-03-PA04-LICL,VSmay17-05plate2,32.12894058,11.43547058,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-04-PA04-LICA,VSmay17-05plate2,28.99321938,116.7188263,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-05-PA04-LICL,VSmay17-05plate2,30.91231537,28.16378403,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-06-PA04-LICA,VSmay17-05plate2,26.38479424,806.0751343000001,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-07-PA04-NOVI,VSmay17-05plate2,25.49910164,1553.5964359999998,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170503-08-PA04-LICL,VSmay17-05plate2,35.074775699999996,1.289618134,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-01-PA04-LICA,VSmay17-05plate2,26.02493095,1052.3444819999995,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-02-PA04-LICA,VSmay17-05plate2,25.52210999,1527.339355,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-03-PA04-LICA,VSmay17-05plate2,25.41514778,1653.29187,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-04-PA04-LICA,VSmay17-05plate2,24.46994019,3330.1254879999997,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-05-PA04-LICA,VSmay17-05plate2,25.72509766,1314.093506,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-06-PA04-LICA,VSmay17-05plate2,23.73089981,5757.572754,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-07-PA04-LICL,VSmay17-05plate2,30.65099716,34.17964172,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-08-PA04-LICL,VSmay17-05plate2,29.16428757,102.82563779999998,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-09-PA04-LICL,VSmay17-05plate2,25.82253265,1222.580688,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-10-PA04-LICL,VSmay17-05plate2,30.38250923,41.70141602,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170504-11-PA04-NOVI,VSmay17-05plate2,28.45670128,173.6841583,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170505-02-PA10-PSCR,VSmay17-05plate2,31.75292206,15.108948709999998,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170505-05-PA10-PSCR,VSmay17-05plate2,24.3621006,3607.089355,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170505-06-PA10-PSCR,VSmay17-05plate2,25.72995949,1309.368896,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170505-07-PA10-LICA,VSmay17-05plate2,27.25396538,423.3781433,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170505-08-PA10-LICA,VSmay17-05plate2,25.96174431,1102.776733,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170509-01-PA07-LICA,SERDP_14_081717,29.2064724,1088.932129,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-02-PA07-LICA,SERDP_14_081717,26.70796013,5825.659668000001,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-03-PA07-LICL,SERDP_14_081717,30.39930725,488.9631347999999,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-04-PA07-LICL,SERDP_14_081717,34.39731216,33.40510941,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-05-PA07-LICL,SERDP_14_081717,31.35693932,257.10803219999997,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-06-PA07-LICA,VSmay17-05plate2,31.42236519,19.30134583,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170509-20-PA04-LICL,SERDP_14_081717,38.82090759,1.7150837179999998,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-21-PA04-LICL,SERDP_14_081717,35.48905182,16.05308723,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-23-PA04-LICL,SERDP_14_081717,34.98208618,22.560293199999997,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-24-PA04-LICL,SERDP_14_081717,35.11848068,20.586580279999996,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-25-PA04-LICL,SERDP_14_081717,36.13630676,10.39624596,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-26-PA04-LICL,SERDP_14_081717,38.71086121,1.846567035,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-27-PA04-LICL,SERDP_14_081717,35.2840271,18.42152596,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-28-PA04-LICL,SERDP_14_081717,34.17038727,38.901294709999995,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-29-PA04-LICL,SERDP_14_081717,34.03213501,42.6841011,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-31-PA04-LICL,SERDP_14_081717,32.23544693,142.5675964,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-32-PA04-LICL,SERDP_14_081717,30.62262154,420.8986206,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-33-PA04-LICL,SERDP_14_081717,33.59765625,57.137542720000006,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-34-PA04-LICL,SERDP_14_081717,30.5737915,434.92260739999995,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-36-PA04-LICA,SERDP_14_081717,29.91782379,675.5133057,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-37-PA04-LICA,SERDP_14_081717,28.97523308,1271.773193,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-38-PA04-LICA,SERDP_14_081717,27.44864655,3543.4533690000003,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-39-PA04-LICA,SERDP_14_081717,26.29480743,7687.475586,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-40-PA04-LICA,SERDP_14_081717,29.74175072,760.2583618,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-41-PA04-LICA,SERDP_14_081717,31.79117775,192.1012878,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170509-42-PA04-LICL,SERDP_14_081717,36.78753281,6.714858055,plasmid-pisces,2017-08-17T00:00:00Z,rz_lab
170510-57-PA01-LISY,VSmay17-05plate2,33.89424133,3.09233284,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170510-61-PA01-LICL,SERDP_22_090717,37.58851624,5.150176524999999,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170510-62-PA01-LICL,SERDP_22_090717,29.07748985,1464.532227,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170510-64-PA01-LICL,SERDP_22_090717,27.47760963,4236.1586910000005,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170510-66-PA06-LICL,SERDP_16_083017,30.34440041,344.1093445,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-68-PA06-LICL,SERDP_16_083017,33.56531143,41.55905914,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-69-PA06-LICA,SERDP_16_083017,26.21661949,5166.6044919999995,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-70-PA06-LICA,SERDP_16_083017,30.99566841,224.4247284,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-71-PA06-LICA,SERDP_16_083017,28.27393913,1339.132935,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-72-PA06-LICA,SERDP_16_083017,32.19361115,102.2422867,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-73-PA06-LICA,SERDP_16_083017,26.67949677,3813.071777000001,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-74-PA06-LICA,SERDP_16_083017,28.59795761,1082.608032,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-75-PA06-LICA,SERDP_16_083017,28.29303932,1322.451294,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170510-76-PA06-LICA,SERDP_16_083017,25.79281998,6823.346680000001,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-01-PA02-LICL,SERDP_16_083017,32.03525543,113.4397964,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-03-PA02-LICL,SERDP_16_083017,30.7109642,270.5314026,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-04-PA02-LICL,SERDP_16_083017,28.28091049,1333.02002,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-05-PA02-LICL,SERDP_16_083017,28.21305656,1393.723267,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-06-PA02-LICL,SERDP_16_083017,33.16304016,54.11552811000001,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-07-PA02-LICL,SERDP_16_083017,32.47499466,85.00217438,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-08-PA02-LICL,SERDP_16_083017,32.27630615,96.84130859,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-09-PA02-LICL,SERDP_16_083017,30.12391281,397.6860046,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-10-PA02-LICL,SERDP_16_083017,33.86548615,34.12787628,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-11-PA02-LICL,SERDP_16_083017,32.3337326,93.25945282,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-12-PA02-LICL,SERDP_16_083017,32.35495758,91.96938324,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-13-PA02-LICL,SERDP_16_083017,30.31258583,351.3697205,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-14-PA02-LICL,SERDP_16_083017,26.05883789,5730.288086,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-15-PA02-LICL,SERDP_16_083017,33.14619827,54.71699142,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-16-PA02-LICA,SERDP_16_083017,31.56136703,154.82250980000003,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-17-PA02-LICA,SERDP_16_083017,31.92351341,122.0715332,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170511-18-PA02-LICA,SERDP_16_083017,25.92329407,6263.389648,plasmid-pisces,2017-08-30T00:00:00Z,rz_lab
170516-01-PA09-LICA,VSmay17-05plate2,25.61837387,1422.2095950000005,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170516-02-PA09-LICA,VSmay17-05plate2,30.93605423,27.67281151,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170516-03-PA09-LICL,VSmay17-05plate2,23.6092205,6300.696289000001,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170516-05-PA09-LICL,VSmay17-05plate2,24.29329109,3795.733154000001,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170516-07-PA09-HYVE,VSmay17-05plate2,35.26623535,1.119079471,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170516-10-PA09-HYVE,VS2017 8 first 6 plates,34.32115173,5.294668198000001,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-12-PA09-HYVE,VS2017 8 first 6 plates,29.55408287,136.5788574,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-13-PA09-HYVE,VS2017 8 first 6 plates,31.58838463,34.12086868,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-14-PA09-HYVE,VS2017 8 first 6 plates,26.8312664,874.215271,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-16-PA09-HYVE,VS2017 8 first 6 plates,36.07676697,1.59954083,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-17-PA09-HYVE,VS2017 8 first 6 plates,32.27545929,21.358709339999997,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170516-18-PA09-HYVE,VSmay17-05plate2,30.58041763,121.005127,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-19-PA09-HYVE,VSmay17-05plate2,36.87927628,1.47456646,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-21-PA09-HYVE,VSmay17-05plate2,35.96299744,2.799685717,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-22-PA09-HYVE,VSmay17-05plate2,30.07620049,172.19822690000004,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-24-PA09-HYVE,VSmay17-05plate2,33.32355881,17.7500515,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-25-PA09-HYVE,VSmay17-05plate2,34.60042191,7.264034270999998,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-26-PA09-HYVE,VSmay17-05plate2,29.90038872,194.74015809999997,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-27-PA09-HYVE,VSmay17-05plate2,25.3686142,4640.8930660000005,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-30-PA03-HYVE,VSmay17-05plate2,29.73254395,219.008667,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-32-PA03-LIPI,VSmay17-05plate2,27.32553673,1180.099976,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-33-PA03-LICL,VSmay17-05plate2,26.797472,1707.617798,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-34-PA03-LICA,VSmay17-05plate2,25.98838425,3007.888184,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-35-PA03-LICL,VSmay17-05plate2,35.94322968,2.8386800289999994,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-36-PA03-LICA,VSmay17-05plate2,30.85214615,100.0527649,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-37-PA03-LICA,VSmay17-05plate2,30.75663948,106.96761320000005,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-38-PA03-LICA,VSmay17-05plate2,30.51046753,127.0751648,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-39-PA03-LICA,VSmay17-05plate2,34.70167542,6.767189025999999,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-40-PA03-LICA,VSmay17-05plate2,33.10327911,20.70807266,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-41-PA03-LICA,VSmay17-05plate2,35.90713501,2.911287785,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-43-PA03-LICL,VSmay17-05plate2,27.11915779,1363.4356690000004,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-45-PA03-LICA,VSmay17-05plate2,27.06792259,1413.202271,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170516-46-PA03-LICA,VSmay17-05plate2,35.18990326,4.808862209,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170517-47-PA03-LIPI,VSmay17-05plate2,34.25011063,2.3756849769999997,plasmid-pisces,2017-08-11T00:00:00Z,rz_lab
170524-09-PA11-LICA,VS2017 8 first 6 plates,31.23531723,43.4074707,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170524-15-PA11-LICA,VS17-06pl5field,29.9902916,109.47077179999998,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-16-PA11-LISY,VS17-06pl5field,33.4830246,10.662996290000002,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-19-PA11-PSCR,VS17-06pl5field,23.78699684,6849.1455080000005,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-20-PA11-LICL,VS17-06pl5field,32.95280838,15.18512058,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-21-PA11-LISY,VS17-06pl5field,35.93378448,2.080620527,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-22-PA11-HYVE,VS17-06pl5field,32.63519669,18.76686096,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170524-23-PA11-LICA,VS17-06pl5field,30.62100601,71.88811493,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170525-01-PA06-LICA,VSmay17-05plate2,27.78453827,855.9223022,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-02-PA06-LICA,VSmay17-05plate2,22.04986191,47328.88672,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-04-PA06-LICL,VSmay17-05plate2,26.70175743,1825.900269,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-05-PA06-LICL,VSmay17-05plate2,29.14146614,331.19366460000003,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-06-PA06-LICL,VSmay17-05plate2,24.57043266,8112.567871,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-09-PA06-LICL,VSmay17-05plate2,29.26898003,302.9229736,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-10-PA06-HYVE,VSmay17-05plate2,22.89759827,26152.335939999997,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-11-PA06-LICA,VSmay17-05plate2,26.44918442,2178.8666989999997,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-12-PA06-LICA,VSmay17-05plate2,25.50415611,4220.969238000001,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-13-PA06-LICL,VSmay17-05plate2,27.91847992,779.3477172999999,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170525-14-PA06-LICA,VSmay17-05plate2,33.98368454,11.18397522,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170529-04-PA12-HYVE,VSmay17-05plate2,35.18080521,4.83957386,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170529-27-PA12-LICA,VSmay17-05plate2,27.52720451,1024.7895510000003,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170529-28-PA12-LICA,VSmay17-05plate2,25.12157059,5516.642578000001,plasmid-pisces,2017-06-30T00:00:00Z,rz_lab
170531-04-PA01-LISY,SERDP_22_090717,37.39728165,5.847340107,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170601-02-PA04-LICL,VS2017 8 first 6 plates,33.07004929,12.42494011,plasmid-pisces,2017-08-14T00:00:00Z,rz_lab
170601-03-PA10-LICL,VS17-06pl6field,36.3991394,2.509375811,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-05-PA04-LICL,VS17-07-08first8 and reapeatspl2field,35.0129776,18.995630259999995,plasmid-pisces,2017-08-25T00:00:00Z,rz_lab
170601-07-PA04-LICL,VS17-06pl6field,32.4057579,35.99671936000001,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-08-PA04-LICL,VS17-06pl6field,30.90080833,98.21479797,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-09-PA04-LICL,VS17-06pl6field,35.61133194,4.243819714000001,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-10-PA04-LICL,VS17-06pl6field,34.11140823,11.54024982,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-11-PA04-LICL,VS17-06pl6field,34.69443893,7.822368622,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-12-PA04-LICL,VS17-06pl6field,33.90723038,13.22379303,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-13-PA04-LICL,VS17-06pl6field,29.71260834,216.9418335,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-14-PA04-LICL,VS17-06pl6field,31.91924667,49.7946434,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-15-PA04-LICL,VS17-06pl6field,34.37716675,9.665788651000002,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-16-PA04-LICL,VS17-06pl6field,31.37577248,71.54872130999999,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-18-PA04-LICA,VS17-06pl6field,30.37280846,139.6734924,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-19-PA04-LICA,VS17-06pl6field,37.05328369,1.6221479180000002,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-20-PA04-LICA,VS17-06pl6field,37.30236435,1.373862743,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-21-PA04-LICA,VS17-06pl6field,29.92006683,188.9088135,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-22-PA04-LICA,VS17-06pl6field,31.11500549,85.14006042000001,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-23-PA04-LICA,VS17-06pl6field,27.26329994,1111.2052,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-24-PA04-LICA,VS17-06pl6field,30.69141197,112.93520360000002,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-25-PA04-LICA,VS17-06pl6field,35.91728973,3.460470676,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-26-PA04-LICA,VS17-06pl6field,29.66511726,223.9232941,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-27-PA04-LICA,VS17-06pl6field,30.54140091,124.8189697,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170601-28-PA04-LICA,VS17-06pl6field,27.97245979,692.4422606999998,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170611-01-PA02-LICL,SERDP_18_083117,37.32093048,3.28609395,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-01-PA02-LICL,SERDP_18_083117,29.33554077,799.5974731,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-03-PA01-LICL,SERDP_18_083117,38.48266602,1.4775104519999998,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-04-PA01-LICL,SERDP_18_083117,34.36447906,25.12614059,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-10-PA01-LICA,SERDP_22_090717,30.43208313,595.8626098999998,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170612-14-PA01-LICL,SERDP_22_090717,34.77619934,33.31669616999999,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170612-15-PA01-LICL,SERDP_22_090717,37.44177628,5.677142143,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170612-16-PA01-LICA,SERDP_22_090717,35.43442917,21.522010799999997,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170612-17-PA01-LICL,SERDP_22_090717,30.12678337,729.7420653999999,plasmid-pisces,2017-09-07T00:00:00Z,rz_lab
170612-24-PA06-LICL,SERDP_19_083117,38.43420792,2.3194475169999995,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-25-PA06-LICL,SERDP_19_083117,34.80192566,25.386610029999996,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-27-PA06-LICL,SERDP_19_083117,35.10394287,20.806333539999997,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-28-PA06-LICL,SERDP_19_083117,37.50060654,4.2903637890000015,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-35-PA06-LICL,SERDP_19_083117,36.40259933,8.843848228,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-40-PA06-LICA,SERDP_19_083117,36.95297623,6.154245376999999,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-41-PA06-LICA,SERDP_19_083117,35.83585739,12.846651079999999,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170612-42-PA06-LICA,VS17-06pl6field,36.27925873,2.7182509899999996,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170612-44-PA06-LICA,VS17-06pl6field,34.95116806,6.591371059,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170612-46-PA06-LICA,VS17-06pl6field,34.43221664,9.317338943,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170612-52-PA06-HYVE,VS17-06pl6field,37.36595154,1.316815972,plasmid-pisces,2017-08-09T00:00:00Z,rz_lab
170613-01-PA07-LICL,SERDP_18_083117,35.56998062,10.96221256,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170613-02-PA02-LICL,SERDP_18_083117,34.62259674,21.037549969999997,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
170613-02-PA07-LICL,SERDP_18_083117,37.65940857,2.603370905,plasmid-pisces,2017-08-31T00:00:00Z,rz_lab
